"URL","DATETIME","OONI_URL","FIRST307HEADERS"
"http://www.easy-hide-ip.com","2017-12-07 10:11:48","https://api.ooni.io/files/download/2017-12-08/20171207T091102Z-EG-AS8452-web_connectivity-20171207T091110Z_AS8452_GjlxUV9FdemlH5aYcgtjWZtHgeqr4mKGgzvKVHbAXznsrISpqW-0.2.0-probe.json","Server: nginx
Date: Thu, 07 Dec 2017 10:11:48 GMT
Location: https://easy-hide-ip.com/
Content-Type: text/html"
"http://www.vpntunnel.se","2017-12-07 10:18:50","https://api.ooni.io/files/download/2017-12-08/20171207T091102Z-EG-AS8452-web_connectivity-20171207T091110Z_AS8452_GjlxUV9FdemlH5aYcgtjWZtHgeqr4mKGgzvKVHbAXznsrISpqW-0.2.0-probe.json","Server: nginx
Date: Thu, 07 Dec 2017 10:18:51 GMT
Location: https://vpntunnel.com/
Content-Type: text/html"
"http://www.amnesty.org","2016-09-15 19:29:52","https://api.ooni.io/files/download/2016-09-16/20160915T191625Z-EG-AS20928-web_connectivity-20160915T191405Z_AS20928_qztjljC3Z94TTw8s9KLQh0ObTqSWsMwFIEUj6SvMjt1k76PCfa-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Thu, 15 Sep 2016 19:29:54 GMT
Location: http://www.amnesty.org/en/"
"http://www.gnupg.org","2016-09-15 19:44:24","https://api.ooni.io/files/download/2016-09-16/20160915T191625Z-EG-AS20928-web_connectivity-20160915T191405Z_AS20928_qztjljC3Z94TTw8s9KLQh0ObTqSWsMwFIEUj6SvMjt1k76PCfa-0.2.0-probe.json","Location: https://www.gnupg.org/
Content-Type: text/html"
"http://www.easy-hide-ip.com","2018-01-15 16:50:41","https://api.ooni.io/files/download/2018-01-16/20180115T155000Z-EG-AS8452-web_connectivity-20180115T155002Z_AS8452_1RVDL8tBKKlJzXOQ6WLOt5zQsSal5EOw4ovGWErSRMgx6fLfQt-0.2.0-probe.json","Server: nginx
Date: Mon, 15 Jan 2018 16:50:41 GMT
Location: https://easy-hide-ip.com/
Content-Type: text/html"
"https://www.amnesty.org/","2017-06-05 00:35:40","https://api.ooni.io/files/download/2017-06-06/20170605T002556Z-EG-AS24863-web_connectivity-20170605T002605Z_AS24863_bT83rHDPyk8zhaCDQXOfBumPrFAWCRerRABfETxbSAZLmsjsNi-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Mon, 05 Jun 2017 00:35:49 GMT
Location: https://www.amnesty.org/en/"
"http://www.babylon-x.com","2017-06-05 00:36:21","https://api.ooni.io/files/download/2017-06-06/20170605T002556Z-EG-AS24863-web_connectivity-20170605T002605Z_AS24863_bT83rHDPyk8zhaCDQXOfBumPrFAWCRerRABfETxbSAZLmsjsNi-0.2.0-probe.json","Location: http://static.dbmads.com/404.html"
"http://www.copticpope.org","2017-08-14 11:27:20","https://api.ooni.io/files/download/2017-08-15/20170814T110608Z-EG-AS8452-web_connectivity-20170814T110608Z_AS8452_esvsRv3sXloHeDExuf6og6fD7u2Dn6fasfY0tQGKSiRhGHDGfi-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.vpntunnel.se","2017-11-10 02:58:50","https://api.ooni.io/files/download/2017-11-11/20171110T020620Z-EG-AS36992-web_connectivity-20171110T020622Z_AS36992_BLXYhAoOXAlujeQLUM1dpaiIezw5aZUjzMxVytvYqaRQVRYPxA-0.2.0-probe.json","Server: nginx
Date: Fri, 10 Nov 2017 02:58:54 GMT
Location: https://vpntunnel.com/
Content-Type: text/html"
"https://www.amnesty.org/","2017-07-09 01:13:57","https://api.ooni.io/files/download/2017-07-10/20170709T000111Z-EG-AS24863-web_connectivity-20170709T000113Z_AS24863_ckr2MWdxKqblNKr4BENpTjALJlGWjVWENMlEnmbOKa2mmA9ZWY-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Sun, 09 Jul 2017 01:14:01 GMT
Set-Cookie: ARRAffinity=20acbe1d5ee0601ee6a614a74302e02d1f6b60598f2b9a666c131f194acbd4a6;Path=/;HttpOnly;Domain=www.amnesty.org
Location: https://www.amnesty.org/en/"
"http://www.amnesty.org","2017-01-19 00:45:55","https://api.ooni.io/files/download/2017-01-20/20170118T230738Z-EG-AS8452-web_connectivity-20170118T230625Z_AS8452_ReIfL1TNFRTFyQD3weU20bYOwLHK6sXByqQUUgedQ97mDqXinw-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Thu, 19 Jan 2017 00:45:54 GMT
Location: http://www.amnesty.org/en/"
"http://www.gnupg.org","2017-01-19 01:06:35","https://api.ooni.io/files/download/2017-01-20/20170118T230738Z-EG-AS8452-web_connectivity-20170118T230625Z_AS8452_ReIfL1TNFRTFyQD3weU20bYOwLHK6sXByqQUUgedQ97mDqXinw-0.2.0-probe.json","Location: https://www.gnupg.org/
Content-Type: text/html"
"http://reliefweb.int/","2017-11-15 09:29:06","https://api.ooni.io/files/download/2018-01-09/20171115T090258Z-EG-AS8452-web_connectivity-20171115T090259Z_AS8452_fHGSdxjPPhvS97fnYGxZG7NmyHXHoeBSgPx4ZNs7jU2AwZHHw2-0.2.0-probe.json","X-Varnish-TTL: 0.000
X-Content-Options: nosniff
Content-Type: text/html
X-XSS-Protection: 1; mode=block
Server: nginx
Via: 1.1 varnish-v4
Set-Cookie: __bm-hap_hKBcutrqRn9rEZDW=S1; path=/; HttpOnly; Secure
Location: https://reliefweb.int/
Age: 0
Cache-Control: no-cache, no-store, must-revalidate
X-Varnish: 1024589002
Date: Wed, 15 Nov 2017 09:29:07 GMT
X-Varnish-Server: rwint-varnish"
"https://www.amnesty.org/","2017-11-15 09:41:52","https://api.ooni.io/files/download/2018-01-09/20171115T090258Z-EG-AS8452-web_connectivity-20171115T090259Z_AS8452_fHGSdxjPPhvS97fnYGxZG7NmyHXHoeBSgPx4ZNs7jU2AwZHHw2-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Strict-Transport-Security: max-age=15768000
Content-Type: text/html; charset=UTF-8
Server: Microsoft-IIS/8.0
X-UA-Compatible: IE=Edge,chrome=1
Date: Wed, 15 Nov 2017 09:41:52 GMT
Set-Cookie: ARRAffinity=0e620387664f656d9541c5bdbe8212bf1f49b6890c45c520fb65fba7c5240709;Path=/;HttpOnly;Domain=www.amnesty.org
Location: https://www.amnesty.org/en/"
"http://www.babylon-x.com","2017-11-15 09:43:12","https://api.ooni.io/files/download/2018-01-09/20171115T090258Z-EG-AS8452-web_connectivity-20171115T090259Z_AS8452_fHGSdxjPPhvS97fnYGxZG7NmyHXHoeBSgPx4ZNs7jU2AwZHHw2-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.blizzard.com","2017-11-15 09:44:59","https://api.ooni.io/files/download/2018-01-09/20171115T090258Z-EG-AS8452-web_connectivity-20171115T090259Z_AS8452_fHGSdxjPPhvS97fnYGxZG7NmyHXHoeBSgPx4ZNs7jU2AwZHHw2-0.2.0-probe.json","Server: nginx/1.13.3
Date: Wed, 15 Nov 2017 09:45:00 GMT
Location: https://www.blizzard.com/
Content-Type: text/html"
"https://www.amnesty.org/","2017-05-22 12:15:56","https://api.ooni.io/files/download/2017-05-23/20170522T114137Z-EG-AS8452-web_connectivity-20170522T114140Z_AS8452_8PqhY15irMx78XGsyCGr1j8cZtsjtrl3rFrvdMSqd8LpeeROhm-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Mon, 22 May 2017 12:15:58 GMT
Location: https://www.amnesty.org/en/"
"http://www.copticpope.org","2017-06-30 01:15:23","https://api.ooni.io/files/download/2017-07-01/20170630T005951Z-EG-AS8452-web_connectivity-20170630T005951Z_AS8452_deigPiP5vWYfuXospRRU6jKknaTBq4n4XbTGJKj3IG3XDygCXK-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.copticpope.org","2017-12-19 09:57:20","https://api.ooni.io/files/download/2017-12-20/20171219T094203Z-EG-AS8452-web_connectivity-20171219T094203Z_AS8452_tt0BEYVoFXbnh9ox5II90mdmOzWOQP0mzL770QWsxuuIDtSasp-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.easy-hide-ip.com","2017-12-19 10:32:02","https://api.ooni.io/files/download/2017-12-20/20171219T094203Z-EG-AS8452-web_connectivity-20171219T094203Z_AS8452_tt0BEYVoFXbnh9ox5II90mdmOzWOQP0mzL770QWsxuuIDtSasp-0.2.0-probe.json","Server: nginx
Date: Tue, 19 Dec 2017 10:32:02 GMT
Location: https://easy-hide-ip.com/
Content-Type: text/html"
"http://www.vpntunnel.se","2017-12-19 10:37:10","https://api.ooni.io/files/download/2017-12-20/20171219T094203Z-EG-AS8452-web_connectivity-20171219T094203Z_AS8452_tt0BEYVoFXbnh9ox5II90mdmOzWOQP0mzL770QWsxuuIDtSasp-0.2.0-probe.json","Server: nginx
Date: Tue, 19 Dec 2017 10:37:10 GMT
Location: https://vpntunnel.com/
Content-Type: text/html"
"http://www.vpntunnel.se","2017-11-16 02:40:21","https://api.ooni.io/files/download/2017-11-17/20171116T021416Z-EG-AS36935-web_connectivity-20171116T021420Z_AS36935_3sOqemqRbDvPgD8dbS8Dg8oVZB3HdsrbzvsZtzD6DoXihsKjRY-0.2.0-probe.json","Server: nginx
Date: Thu, 16 Nov 2017 02:40:26 GMT
Location: https://vpntunnel.com/
Content-Type: text/html"
"http://www.amnesty.org","2017-01-27 00:23:29","https://api.ooni.io/files/download/2017-01-28/20170127T000100Z-EG-AS8452-web_connectivity-20170126T235931Z_AS8452_nFF8S7AGdi2OxHu6vvbVYaAfDopmDPrwgFP679SfeAHO0eUrqa-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Fri, 27 Jan 2017 00:23:28 GMT
Location: http://www.amnesty.org/en/"
"http://www.gnupg.org","2017-01-27 00:45:01","https://api.ooni.io/files/download/2017-01-28/20170127T000100Z-EG-AS8452-web_connectivity-20170126T235931Z_AS8452_nFF8S7AGdi2OxHu6vvbVYaAfDopmDPrwgFP679SfeAHO0eUrqa-0.2.0-probe.json","Location: https://www.gnupg.org/
Content-Type: text/html"
"http://www.metacrawler.com","2017-01-27 01:05:51","https://api.ooni.io/files/download/2017-01-28/20170127T000100Z-EG-AS8452-web_connectivity-20170126T235931Z_AS8452_nFF8S7AGdi2OxHu6vvbVYaAfDopmDPrwgFP679SfeAHO0eUrqa-0.2.0-probe.json","Set-Cookie: wc_ud=U; Path=/; Max-Age=3600;
Date: Fri, 27 Jan 2017 01:05:55 GMT
Location: http://omblockedips.com/?honeypot&params=rsRb5iUYyT99S23Mq8ws1RrA0NYt08-4HFz-xnwiUv7TXBiqFVkSD2exSR_esrnWJJTzHJYQed30iY3qHEQpaf_XvWmaoEQoIZepGvWp8w1SNgQ6tJ4znVSzEFOeNPXwQE-6gZAoMfIdevNWFLEKupgnW-kQm_CX6ZZlZkLIJ9Ao96P2eX8n2oXfmoXFGnfeq3p5
Content-Type: text/html; charset=utf-8
Server: nginx/1.11.8"
"http://www.babylon-x.com","2017-09-21 10:13:28","https://api.ooni.io/files/download/2017-09-22/20170921T091637Z-EG-AS20928-web_connectivity-20170921T091639Z_AS20928_J72YGIcYO8mcLN29iDCN2dYHgrH9JtQbXs7v2Nks2UO90iEjX8-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.copticpope.org","2017-12-14 08:56:04","https://api.ooni.io/files/download/2017-12-15/20171214T084357Z-EG-AS8452-web_connectivity-20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.mod.gov.il","2017-12-14 09:23:18","https://api.ooni.io/files/download/2017-12-15/20171214T084357Z-EG-AS8452-web_connectivity-20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.easy-hide-ip.com","2017-12-14 09:28:58","https://api.ooni.io/files/download/2017-12-15/20171214T084357Z-EG-AS8452-web_connectivity-20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L-0.2.0-probe.json","Server: nginx
Date: Thu, 14 Dec 2017 09:28:59 GMT
Location: https://easy-hide-ip.com/
Content-Type: text/html"
"http://www.speedproxyserver.com","2017-12-14 09:33:09","https://api.ooni.io/files/download/2017-12-15/20171214T084357Z-EG-AS8452-web_connectivity-20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.unblockyoutubefree.net","2017-12-14 09:35:15","https://api.ooni.io/files/download/2017-12-15/20171214T084357Z-EG-AS8452-web_connectivity-20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.vpntunnel.se","2017-12-14 09:35:39","https://api.ooni.io/files/download/2017-12-15/20171214T084357Z-EG-AS8452-web_connectivity-20171214T084357Z_AS8452_I1K1B63WoW4uxKclvFyD5vsh8I15vjF3yFIbm8KoEBtyjxTi0L-0.2.0-probe.json","Server: nginx
Date: Thu, 14 Dec 2017 09:35:40 GMT
Location: https://vpntunnel.com/
Content-Type: text/html"
"http://www.amnesty.org","2016-12-02 19:27:43","https://api.ooni.io/files/download/2016-12-03/20161202T191451Z-EG-AS20928-web_connectivity-20161202T191015Z_AS20928_wQ6D22sqWh1JCTytAc4V54gftvpLgd5wxQVc5TaXkLroLGYxlo-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Fri, 02 Dec 2016 19:27:41 GMT
Location: http://www.amnesty.org/en/"
"http://www.gnupg.org","2016-12-02 19:42:51","https://api.ooni.io/files/download/2016-12-03/20161202T191451Z-EG-AS20928-web_connectivity-20161202T191015Z_AS20928_wQ6D22sqWh1JCTytAc4V54gftvpLgd5wxQVc5TaXkLroLGYxlo-0.2.0-probe.json","Location: https://www.gnupg.org/
Content-Type: text/html"
"http://www.amnesty.org","2016-09-10 19:29:41","https://api.ooni.io/files/download/2016-09-11/20160910T191703Z-EG-AS20928-web_connectivity-20160910T191452Z_AS20928_M8RcsCeiXvHbqvJEHLCWOCu9hJrD9x7jid98gNVNRzadfaMCJ9-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Sat, 10 Sep 2016 19:29:40 GMT
Location: http://www.amnesty.org/en/"
"http://www.gnupg.org","2016-09-10 19:43:21","https://api.ooni.io/files/download/2016-09-11/20160910T191703Z-EG-AS20928-web_connectivity-20160910T191452Z_AS20928_M8RcsCeiXvHbqvJEHLCWOCu9hJrD9x7jid98gNVNRzadfaMCJ9-0.2.0-probe.json","Location: https://www.gnupg.org/
Content-Type: text/html"
"http://www.copticpope.org","2017-09-20 01:23:00","https://api.ooni.io/files/download/2017-09-21/20170920T010601Z-EG-AS8452-web_connectivity-20170920T010602Z_AS8452_55FpTMTlRqjlfr5qRHferxqbILaxogZYKoLUT4Lig1Ltncu0jc-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.amnesty.org","2017-01-22 22:39:05","https://api.ooni.io/files/download/2017-01-23/20170122T215958Z-EG-AS8452-web_connectivity-20170122T215835Z_AS8452_x72gz0V5lqnUY63S1wxKvATM7bLv9Ln3iRTGoqVXYHGIFQysPa-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Sun, 22 Jan 2017 22:39:11 GMT
Location: http://www.amnesty.org/en/"
"http://www.gnupg.org","2017-01-22 23:07:51","https://api.ooni.io/files/download/2017-01-23/20170122T215958Z-EG-AS8452-web_connectivity-20170122T215835Z_AS8452_x72gz0V5lqnUY63S1wxKvATM7bLv9Ln3iRTGoqVXYHGIFQysPa-0.2.0-probe.json","Location: https://www.gnupg.org/
Content-Type: text/html"
"http://www.copticpope.org","2017-09-25 04:40:33","https://api.ooni.io/files/download/2017-09-26/20170925T043343Z-EG-AS24863-web_connectivity-20170925T043344Z_AS24863_wiKK83lqUEaG3D6NTA8ZJ6aaTlz4d5zMbw1jCpNr7nSqjnBPob-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://reliefweb.int/","2017-11-02 05:51:55","https://api.ooni.io/files/download/2017-11-03/20171102T053816Z-EG-AS8452-web_connectivity-20171102T053817Z_AS8452_4ai01TKcZpsOSyWfdfoANI7xgn1CXLYFPVdsANoKlVvA0tDkhL-0.2.0-probe.json","X-Varnish-TTL: 0.000
X-Content-Options: nosniff
Content-Type: text/html
X-XSS-Protection: 1; mode=block
Server: nginx
Via: 1.1 varnish-v4
Set-Cookie: __bm-hap_hKBcutrqRn9rEZDW=S1; path=/; HttpOnly; Secure
Location: https://reliefweb.int/
Age: 0
Cache-Control: no-cache, no-store, must-revalidate
X-Varnish: 893906116
Date: Thu, 02 Nov 2017 05:51:55 GMT
X-Varnish-Server: rwint-varnish"
"https://www.amnesty.org/","2017-11-02 05:58:02","https://api.ooni.io/files/download/2017-11-03/20171102T053816Z-EG-AS8452-web_connectivity-20171102T053817Z_AS8452_4ai01TKcZpsOSyWfdfoANI7xgn1CXLYFPVdsANoKlVvA0tDkhL-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Strict-Transport-Security: max-age=15768000
Content-Type: text/html; charset=UTF-8
Server: Microsoft-IIS/8.0
X-UA-Compatible: IE=Edge,chrome=1
Date: Thu, 02 Nov 2017 05:58:02 GMT
Set-Cookie: ARRAffinity=fe93d7555140e730a57adee08819d151ef6f2e9107dc113c27ee40a9c8ea4fb8;Path=/;HttpOnly;Domain=www.amnesty.org
Location: https://www.amnesty.org/en/"
"http://www.babylon-x.com","2017-11-02 05:58:54","https://api.ooni.io/files/download/2017-11-03/20171102T053816Z-EG-AS8452-web_connectivity-20171102T053817Z_AS8452_4ai01TKcZpsOSyWfdfoANI7xgn1CXLYFPVdsANoKlVvA0tDkhL-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.blizzard.com","2017-11-02 06:00:23","https://api.ooni.io/files/download/2017-11-03/20171102T053816Z-EG-AS8452-web_connectivity-20171102T053817Z_AS8452_4ai01TKcZpsOSyWfdfoANI7xgn1CXLYFPVdsANoKlVvA0tDkhL-0.2.0-probe.json","Server: nginx/1.13.3
Date: Thu, 02 Nov 2017 06:00:24 GMT
Location: https://www.blizzard.com/
Content-Type: text/html"
"https://www.amnesty.org/","2017-07-24 18:26:42","https://api.ooni.io/files/download/2017-07-25/20170724T182538Z-EG-AS24863-web_connectivity-20170724T182622Z_AS24863_trD9CF354JfPyk9C4yL95izffJQQs7fhjcXFQbFil2bIhot2NV-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
Content-Length: 150
X-UA-Compatible: IE=Edge,chrome=1
Date: Mon, 24 Jul 2017 18:27:23 GMT
Location: https://www.amnesty.org/en/"
"https://www.amnesty.org/","2017-07-10 00:21:04","https://api.ooni.io/files/download/2017-07-11/20170710T000033Z-EG-AS8452-web_connectivity-20170710T000034Z_AS8452_Sbin82jSkXU6c9UIANGmwVDQ2vEloEbUJznlj1l0q79mr8DyuS-0.2.0-probe.json","Access-Control-Allow-Origin: *
X-XSS-Protection: 1; mode=block
Content-Type: text/html; charset=UTF-8
Strict-Transport-Security: max-age=15768000
X-UA-Compatible: IE=Edge,chrome=1
Date: Mon, 10 Jul 2017 00:21:05 GMT
Set-Cookie: ARRAffinity=20acbe1d5ee0601ee6a614a74302e02d1f6b60598f2b9a666c131f194acbd4a6;Path=/;HttpOnly;Domain=www.amnesty.org
Location: https://www.amnesty.org/en/"
"http://www.babylon-x.com","2017-07-10 00:22:27","https://api.ooni.io/files/download/2017-07-11/20170710T000033Z-EG-AS8452-web_connectivity-20170710T000034Z_AS8452_Sbin82jSkXU6c9UIANGmwVDQ2vEloEbUJznlj1l0q79mr8DyuS-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
"http://www.copticpope.org","2017-09-24 01:09:58","https://api.ooni.io/files/download/2017-09-25/20170924T005954Z-EG-AS8452-web_connectivity-20170924T005955Z_AS8452_pB0WofnfVLMi8ja1fJoRmbpXcNH17smf2FEYq88zegPqwrx3UU-0.2.0-probe.json","Location: http://static.dbmads.com/static.html"
